comment_id,comment,full_comment,topic,domain
comment_8_1113,very stable staff <SEP> positive,The staff is very stable and very good at what they do .  ,staff,Hotels
comment_8_1114,very staff <SEP> positive,"Staff was very helpful , professional , and asked if I had any questions before my vehicle was released .",staff,Automotive
comment_8_1115,very straight forward sales guy <SEP> positive,Our sales guy Aaron Jaffe was very straight forward .,staff,Automotive
comment_8_1116,very sweet carla <SEP> positive,Carla is very sweet and attentive to both my kids .,staff,Beauty & Spas
comment_8_1117,very sweet owner <SEP> negative,"but as for the owner , she seems very sweet .",staff,Arts & Entertainment
comment_8_1118,very talented guys <SEP> positive,The guys are very talented .,staff,Arts & Entertainment
comment_8_1119,very talented magician <SEP> positive,Xavier is a very talented magician and entertainer .,staff,Arts & Entertainment
comment_8_1120,very team oriented salon <SEP> positive,"For one this salon is very team oriented , so I got a everyone is friends and family vibe .",staff,Beauty & Spas
comment_8_1121,very therapist <SEP> positive,"Abigail was my therapist , and she was very attentive to my needs and tension areas .",staff,Beauty & Spas
comment_8_1122,very thorough staff <SEP> positive,and I was very nervous but the staff here made it easy and were very thorough .,staff,Automotive
comment_8_1123,very unfriendly server <SEP> negative,"Our server was very unfriendly , never smiled and really did the bare minimum in serving our table .",staff,Restaurants
comment_8_1124,very vigilant life guards <SEP> positive,The life guards are very vigilant .,staff,Hotels
comment_8_1125,very welcoming and sweet front desk gal <SEP> positive,Front desk gal was very welcoming and sweet .,staff,Beauty & Spas
comment_8_1126,very welcoming staff <SEP> positive,Went here with my family tonight the staff was very welcoming of us .,staff,Restaurants
comment_8_1127,very well known executive chef <SEP> positive,Their executive chef is very well known and can often be seen wandering the dining room .   ,staff,Hotels
comment_8_1128,very young actors <SEP> positive,The actors are very young   with high energy .,staff,Arts & Entertainment
comment_8_1129,very young staff <SEP> positive,The staff here seem very young but professional and well trained .,staff,Arts & Entertainment
comment_8_1130,warm service <SEP> positive,The service was warm and attentive .  ,staff,Restaurants
comment_8_1131,warmly greeted <SEP> positive,"It was our first time visiting , and we were warmly greeted upon walking through the door .",staff,Arts & Entertainment
comment_8_1132,warmly staff <SEP> positive,Each staff member we encountered greeted us warmly .,staff,Hotels
comment_8_1133,was great to deal dealer staff <SEP> positive,The dealer staff   was great to deal with .,staff,Automotive
comment_8_1134,was stylist <SEP> positive,"The stylist , Kaitlyn ,   was friendly .  ",staff,Beauty & Spas
comment_8_1135,welcomed hostess <SEP> positive,But the best part of the evening was how welcomed we were by the hostess Brenna !,staff,Restaurants
comment_8_1136,welcoming girls <SEP> positive,Every time I come in the girls are so friendly and welcoming .,staff,Beauty & Spas
comment_8_1137,welcoming service <SEP> positive,The first thing you notice is the welcoming service from the hostess to the server to the bartender .  ,staff,Restaurants
comment_8_1138,welcoming staff <SEP> positive,The staff was welcoming and nice .,staff,Beauty & Spas
comment_8_1138,welcoming staff <SEP> positive,The staff is welcoming and friendly .  ,staff,Arts & Entertainment
comment_8_1139,well accomodated <SEP> positive,It 's QUIET and well accomodated .  ,staff,Hotels
comment_8_1140,well known brand stores <SEP> positive,"Inside the mall , you 'll find many well known brand stores to shop your hearts out .  ",staff,Beauty & Spas
comment_8_1141,well organized restaurant <SEP> positive,I give this restaurant s 4 star because it well organized .,staff,Restaurants
comment_8_1142,well organized staff <SEP> positive,Well organized staff !,staff,Beauty & Spas
comment_8_1143,well trained staff <SEP> positive,Staff is well trained and very professional .,staff,Hotels
comment_8_1144,well treated <SEP> positive,I will never forget how well we were treated .,staff,Beauty & Spas
comment_8_1145,well worth services <SEP> negative,Extremely pricey for the services but well worth it .,staff,Beauty & Spas
comment_8_1146,wicked overpriced restaurant <SEP> negative,"But , it was overcrowded , the trip to the top was not that exciting and the restaurant was wicked overpriced .",staff,Arts & Entertainment
comment_8_1147,wide variety of services <SEP> positive,"They offer a wide variety of services , have a ton of polish choices , and they use liners in their tubs .",staff,Beauty & Spas
comment_8_1148,wonderful amanda <SEP> positive,Amanda was wonderful !  ,staff,Beauty & Spas
comment_8_1149,wonderful customer service <SEP> positive,but what I appreciate the most is the wonderful customer service ...,staff,Automotive
comment_8_1149,wonderful customer service <SEP> positive,Thank you all for the wonderful customer service .,staff,Beauty & Spas
comment_8_1150,wonderful dealer <SEP> positive,The dealer who assisted me was Terry and he was wonderful .,staff,Automotive
comment_8_1151,wonderful friendly server <SEP> positive,Our server was wonderful friendly and took very good care of us .,staff,Restaurants
comment_8_1152,wonderful hotel staff <SEP> positive,The hotel staff was wonderful !,staff,Hotels
comment_8_1153,wonderful instructor <SEP> positive,Our instructor did a wonderful job and was patient .,staff,Arts & Entertainment
comment_8_1154,wonderful service <SEP> positive,I always have wonderful service .  ,staff,Automotive
comment_8_1154,wonderful service <SEP> positive,Wonderful service .,staff,Restaurants
comment_8_1154,wonderful service <SEP> positive,The service is also wonderful .,staff,Beauty & Spas
comment_8_1155,wonderful service experience <SEP> positive,I had a wonderful service experience at Audi North Scottsdale .,staff,Automotive
comment_8_1156,wonderful service techs <SEP> positive,Service techs are wonderful !,staff,Automotive
comment_8_1157,wonderful staff <SEP> positive,The staff was wonderful and quick to assist with any question we had !,staff,Hotels
comment_8_1157,wonderful staff <SEP> positive,What a wonderful staff !,staff,Automotive
comment_8_1157,wonderful staff <SEP> positive,"To start , the staff is wonderful !",staff,Restaurants
comment_8_1157,wonderful staff <SEP> positive,She and her entire staff are wonderful !,staff,Beauty & Spas
comment_8_1158,wonderful waitress <SEP> positive,Our waitress Ann W. Was wonderful !,staff,Restaurants
comment_8_1159,worked good wifi service <SEP> positive,The wifi service worked good .  ,staff,Hotels
comment_8_1160,worst communication <SEP> negative,They have the worst communication I have ever come across .,staff,Automotive
comment_8_1161,worst customer service <SEP> negative,a friend and I were supposed to stay at the baymont down the street ( that place has the worst customer service EVER ),staff,Hotels
comment_8_1161,worst customer service <SEP> negative,Worst customer service ever .,staff,Automotive
comment_8_1162,worst customer service experience <SEP> negative,the worst customer service experience ever .,staff,Automotive
comment_8_1163,worst dealership <SEP> negative,"This is the worst dealership , take your business to Audi .",staff,Automotive
comment_8_1164,worst front desk staff <SEP> negative,i stayed @ this location in the past ... will not go there again ... the front desk staff was the worst ... pretentious or even worse ... they definately need cultural diversity training ...,staff,Hotels
comment_8_1165,worst manager <SEP> negative,"Fadel the manager was the worst , so rude .  ",staff,Automotive
comment_8_1166,worst room service <SEP> negative,Room service was the worst !,staff,Hotels
comment_8_1167,worst service <SEP> negative,Worst service I have ever experienced in my life !,staff,Hotels
comment_8_1167,worst service <SEP> negative,Want to get some of the worst service ever ?,staff,Restaurants
comment_8_1167,worst service <SEP> negative,Worst service ever .,staff,Automotive
comment_8_1168,wrong orders <SEP> negative,"Food takes forever , orders are wrong ,",staff,Restaurants
comment_8_1169,young servers <SEP> positive,"The servers are young , but friendly and efficient .",staff,Restaurants
comment_8_1170,young waitresses <SEP> positive,Most waitresses are young and cute .  ,staff,Restaurants
comment_8_1171,zero attempt at customer service <SEP> negative,They made zero attempt at customer service .,staff,Automotive
comment_8_1172,zero issues with service <SEP> positive,I have had zero issues with their service over the past few months that I 've been going to Buff N File,staff,Beauty & Spas
comment_9_0,$ 10 oil prices <SEP> negative,"Even though I had already asked specifically for the lowest , ( mind you their oil prices are $ 10 over most . )",value-for-money,Automotive
comment_9_1,$ 22 per buffet <SEP> negative,The buffet was $ 22 per head and did n't even have an omelette station like most places in that price range .  ,value-for-money,Hotels
